Tipo_Noticia,Texto,Classificação,Percentual_Negativa,Percentual_Positiva,Percentual_Neutra,Data_Cadastro
Políticas Públicas,pequenos produtores rurais recebem incentivos financeiros,Positiva,75.4,21.4,4.9,2025-05-04 00:00:00
Outros,voluntariado cresce 20 no ultimo ano,Positiva,74.6,22.1,4.7,2025-05-04 00:00:00
Tecnologia Ambiental,novas tecnologias agricolas aumentam producao sustentavel,Positiva,75.9,21.2,5.3,2025-05-04 00:00:00
Desmatamento,desmatamento ilegal cresce em areas de protecao ambiental,Negativa,61.8,36.0,-6.3,2025-05-04 00:00:00
Poluição,poluicao por microplasticos dobra em 5 anos nos oceanos,Negativa,61.8,36.1,-6.3,2025-05-04 00:00:00
Mudanças Climáticas,cidades costeiras sofrem com avanco do mar e erosao,Negativa,62.7,34.8,-5.7,2025-05-04 00:00:00
Biodiversidade,fauna silvestre sofre impacto com obras de infraestrutura,Negativa,61.5,36.6,-6.5,2025-05-04 00:00:00
Poluição,crise hidrica ameaca abastecimento de mais de 10 milhoes de pessoas,Negativa,62.5,35.1,-5.9,2025-05-04 00:00:00
Biodiversidade,temperaturas recordes causam morte em massa de corais,Negativa,61.6,36.5,-6.4,2025-05-04 00:00:00
Desmatamento,expansao de monoculturas prejudica biodiversidade local,Negativa,62.2,35.5,-6.1,2025-05-04 00:00:00
Poluição,desmatamento afeta nascentes e compromete recursos hidricos,Negativa,61.9,36.0,-6.2,2025-05-04 00:00:00
Poluição,despejo de residuos industriais contamina lencois freaticos,Negativa,62.8,34.6,-5.7,2025-05-04 00:00:00
Mudanças Climáticas,avanco de desertificacao ameaca plantacoes,Negativa,61.7,36.2,-6.3,2025-05-04 00:00:00
Poluição,aumento de enchentes urbanas devido a impermeabilizacao do solo,Negativa,62.4,35.3,-5.9,2025-05-04 00:00:00
Poluição,contaminacao por agrotoxicos e detectada em alimentos,Negativa,62.1,35.6,-6.0,2025-05-04 00:00:00
Biodiversidade,extincao de especies ameaca equilibrio ecologico em biomas brasileiros,Negativa,61.8,36.1,-6.2,2025-05-04 00:00:00
Biodiversidade,proliferacao de especies invasoras afeta agricultura local,Negativa,62.5,35.1,-5.9,2025-05-04 00:00:00
Poluição,alagamentos constantes deterioram solo e vegetacao,Negativa,61.6,36.5,-6.4,2025-05-04 00:00:00
Poluição,emissao de gases toxicos aumenta em polos industriais,Negativa,62.3,35.4,-6.0,2025-05-04 00:00:00
Biodiversidade,construcao de hidreletricas desaloja comunidades ribeirinhas,Negativa,61.9,36.0,-6.3,2025-05-04 00:00:00
Poluição,descarte irregular de eletronicos gera poluicao quimica,Negativa,62.6,35.0,-5.8,2025-05-04 00:00:00
Conservação,destruicao de manguezais compromete protecao contra tsunamis,Negativa,62.2,35.5,-6.1,2025-05-04 00:00:00
Poluição,emissao de metano supera expectativas em areas agricolas,Negativa,62.7,34.8,-5.7,2025-05-04 00:00:00
Poluição,uso excessivo de pesticidas afeta saude de trabalhadores rurais,Negativa,61.5,36.6,-6.5,2025-05-04 00:00:00
Conservação,exploracao mineral clandestina causa devastacao ambiental,Negativa,62.4,35.3,-5.9,2025-05-04 00:00:00
Biodiversidade,extincao de abelhas compromete polinizacao em grande escala,Negativa,61.8,36.1,-6.2,2025-05-04 00:00:00
Desmatamento,desmatamento ilegal em reservas extrativistas cresce 30,Negativa,62.1,35.6,-6.0,2025-05-04 00:00:00
Poluição,salga de rios por erosao costeira ameaca agricultura,Negativa,62.8,34.6,-5.7,2025-05-04 00:00:00
Restauração Ecológica,um novo levantamento feito por cientistas da area de climatologia aponta que as temperaturas medias em varias regioes tropicais continuam dentro dos padroes observados nas ultimas duas decadas sem alteracoes significativas que indiquem tendencias alarmantes de aquecimento local,Neutra,67.9,31.2,0.9,2025-05-04 00:00:00
Desmatamento,relatorio anual divulgado por uma organizacao independente revela que a taxa de desmatamento em areas de protecao ambiental se manteve praticamente igual em relacao ao ano anterior sem grandes variacoes positivas ou negativas,Neutra,68.1,30.8,1.1,2025-05-04 00:00:00
Mudanças Climáticas,segundo dados do monitoramento ambiental feito por satelites a extensao do gelo marinho no artico neste inverno foi semelhante a media registrada nos ultimos 15 anos sem recordes de alta nem de baixa,Neutra,68.0,31.0,1.0,2025-05-04 00:00:00
Poluição,os niveis de poluicao das aguas de rios monitorados em areas metropolitanas apresentaram oscilacoes dentro da margem de erro sem mudancas expressivas em termos de qualidade da agua em comparacao ao ultimo relatorio bianual,Neutra,67.8,31.1,1.1,2025-05-04 00:00:00
Mudanças Climáticas,uma pesquisa do instituto nacional de meteorologia mostrou que as chuvas de outono ficaram proximas a media historica sem evidencia de eventos extremos significativos durante o periodo avaliado,Neutra,68.2,30.7,1.1,2025-05-04 00:00:00
Queimadas,o numero de focos de incendio registrados em areas florestais publicas permaneceu estavel segundo dados recentes divulgados pelo corpo de bombeiros ambientais sem aumento ou diminuicao expressiva em relacao aos anos anteriores,Neutra,67.7,31.2,1.1,2025-05-04 00:00:00
Poluição,as taxas de emissao de poluentes atmosfericos de veiculos a diesel se mantiveram constantes apos a implementacao de novas normas de inspecao veicular conforme estudos de controle urbano ambiental,Neutra,68.0,31.0,1.0,2025-05-04 00:00:00
Biodiversidade,o monitoramento continuo da biodiversidade em parques nacionais nao indicou surgimento ou desaparecimento relevante de novas especies nos ultimos 12 meses mantendo o equilibrio observado nos ciclos anteriores,Neutra,68.1,30.8,1.1,2025-05-04 00:00:00
Desmatamento,em regioes de cerrado a cobertura vegetal nativa continua representando cerca de 40 da area original mantendo o indice registrado nos ultimos tres anos de analises ambientais,Neutra,68.0,31.0,1.0,2025-05-04 00:00:00
Restauração Ecológica,a qualidade do solo em plantacoes de larga escala mostrou poucas variacoes em termos de acidez e presenca de nutrientes segundo relatorios tecnicos do ministerio da agricultura,Neutra,67.9,31.1,1.0,2025-05-04 00:00:00
Restauração Ecológica,o aumento desenfreado da mineracao ilegal em regioes de floresta tropical tem causado severa contaminacao dos rios locais por mercurio afetando gravemente populacoes indigenas que dependem dessas aguas para consumo e subsistencia,Negativa,29.2,21.7,49.1,2025-05-04 00:00:00
Biodiversidade,relatorios recentes apontam que o numero de especies ameacadas de extincao aumentou drasticamente no ultimo ano impulsionado principalmente pela perda de habitat causada pelo avanco do agronegocio e da urbanizacao desordenada,Negativa,30.1,20.5,49.4,2025-05-04 00:00:00
Poluição,grande vazamento de petroleo em area costeira ameaca dezenas de especies marinhas e impacta gravemente comunidades ribeirinhas que dependem da pesca artesanal como principal fonte de renda,Negativa,29.5,21.0,49.5,2025-05-04 00:00:00
Mudanças Climáticas,novos estudos indicam que o derretimento de geleiras nas regioes polares esta ocorrendo em ritmo duas vezes mais rapido do que o previsto aumentando os riscos de elevacao do nivel do mar para cidades costeiras em todo o mundo,Negativa,30.0,20.8,49.2,2025-05-04 00:00:00
Desmatamento,o desmatamento ilegal em reservas indigenas cresceu 43 nos ultimos 12 meses colocando em risco populacoes nativas e aumentando a emissao de gases de efeito estufa no bioma amazonico,Negativa,29.7,21.1,49.2,2025-05-04 00:00:00
Poluição,poluicao por microplasticos atinge niveis alarmantes em rios e lagos afetando toda a cadeia alimentar aquatica e representando serios riscos a saude humana segundo novos relatorios ambientais,Negativa,29.3,21.4,49.3,2025-05-04 00:00:00
Biodiversidade,o aumento da temperatura media dos oceanos esta desencadeando episodios mais frequentes de branqueamento de corais colocando em risco ecossistemas marinhos inteiros e a subsistencia de milhares de pescadores,Negativa,29.6,21.2,49.2,2025-05-04 00:00:00
Queimadas,um incendio florestal de grandes proporcoes devastou milhares de hectares de uma reserva natural protegida causando a perda irreversivel de especies endemicas e alterando drasticamente o ecossistema local,Negativa,30.2,20.7,49.1,2025-05-04 00:00:00
Poluição,areas urbanas registram niveis recordes de poluicao atmosferica com impactos diretos no aumento de doencas respiratorias e na qualidade de vida de milhoes de pessoas especialmente em populacoes de baixa renda,Negativa,29.8,21.0,49.2,2025-05-04 00:00:00
Poluição,o desperdicio de agua potavel continua alarmante em regioes metropolitanas com perdas de mais de 40 durante a distribuicao agravando a crise hidrica em plena estacao seca,Negativa,30.0,20.8,49.2,2025-05-04 00:00:00
Restauração Ecológica,um projeto de reflorestamento conseguiu plantar mais de cinco milhoes de arvores em uma area antes devastada por queimadas recuperando o habitat de diversas especies e melhorando a qualidade do ar na regiao,Positiva,78.5,19.0,2.5,2025-05-04 00:00:00
Tecnologia Ambiental,gracas a politicas publicas de incentivo a energia renovavel a producao de energia solar no pais cresceu cinquenta por cento em apenas dois anos colocando o pais como um dos lideres mundiais em energias limpas,Positiva,78.2,19.3,2.5,2025-05-04 00:00:00
Políticas Públicas,um programa de reciclagem em escolas publicas arrecadou toneladas de residuos solidos evitando que grande parte desse lixo fosse parar em rios e oceanos e conscientizando milhares de jovens sobre a importancia do descarte correto,Positiva,78.0,19.5,2.5,2025-05-04 00:00:00
Conservação,apos decadas de esforcos uma populacao de ursospolares em uma regiao do artico comecou a se recuperar mostrando que as medidas de protecao ambiental estao surtindo efeitos positivos,Positiva,77.9,19.6,2.5,2025-05-04 00:00:00
Tecnologia Ambiental,em uma iniciativa inovadora uma cidade brasileira criou telhados verdes obrigatorios para novas construcoes reduzindo a temperatura urbana em ate tres graus e aumentando a presenca de insetos polinizadores,Positiva,78.3,19.2,2.5,2025-05-04 00:00:00
Poluição,relatorio internacional aponta que a quantidade de plastico encontrada nos oceanos permaneceu estavel nos ultimos tres anos sem crescimento significativo mas ainda em niveis preocupantes para a vida marinha,Neutra,68.0,30.8,1.2,2025-05-04 00:00:00
Poluição,uma analise da qualidade do ar nas grandes cidades revelou que os niveis de poluicao atmosferica mantiveramse proximos a media historica sem melhoras expressivas nem pioras consideraveis,Neutra,68.2,30.6,1.2,2025-05-04 00:00:00
Desmatamento,os dados de monitoramento florestal indicam que a perda de cobertura vegetal em areas protegidas se manteve constante em relacao aos anos anteriores sem variacoes alarmantes,Neutra,67.8,31.0,1.2,2025-05-04 00:00:00
Biodiversidade,um estudo recente sobre o comportamento migratorio de aves demonstrou padroes similares aos observados nas ultimas decadas sem desvios que possam indicar alteracoes climaticas locais,Neutra,68.1,30.7,1.2,2025-05-04 00:00:00
Mudanças Climáticas,as temperaturas medias de inverno em regioes temperadas ficaram dentro dos padroes normais segundo a analise climatica mais recente sem tendencia clara de aquecimento ou resfriamento,Neutra,67.9,31.0,1.1,2025-05-04 00:00:00
Queimadas,um incendio florestal de grandes proporcoes consumiu milhares de hectares de mata nativa destruindo habitats importantes e emitindo toneladas de gases de efeito estufa na atmosfera,Negativa,29.8,20.1,50.1,2025-05-04 00:00:00
Poluição,estudos revelam que a poluicao por microplasticos atingiu niveis criticos nos maiores rios do continente ameacando a vida aquatica e afetando a seguranca alimentar de comunidades ribeirinhas,Negativa,30.2,19.9,49.9,2025-05-04 00:00:00
Desmatamento,a derrubada ilegal de arvores em areas de protecao ambiental aumentou consideravelmente nos ultimos meses dificultando os esforcos de conservacao da biodiversidade,Negativa,30.1,20.0,49.9,2025-05-04 00:00:00
Biodiversidade,um novo relatorio sobre o estado dos recifes de coral mostra que mais da metade das estruturas estudadas estao branqueadas ou mortas em consequencia do aumento da temperatura dos oceanos,Negativa,29.9,20.2,49.9,2025-05-04 00:00:00
Poluição,a escassez de chuvas intensificada pelas mudancas climaticas provocou uma grave crise hidrica em diversas regioes afetando a agricultura e reduzindo a disponibilidade de agua potavel para milhoes de pessoas,Negativa,30.0,20.0,50.0,2025-05-04 00:00:00
Restauração Ecológica,projetos de energia solar atingem comunidades rurais no brasil comunidades rurais brasileiras estao se beneficiando de projetos de energia solar que oferecem eletricidade a vilarejos isolados essas iniciativas estao melhorando a qualidade de vida reduzindo custos e promovendo energia limpa agora podemos estudar a noite e utilizar equipamentos que antes eram impossiveis celebrou maria santos moradora de uma dessas comunidades o sucesso do programa esta incentivando a expansao para outras regioes,Positiva,32.49,65.03,-2.48,2025-05-04 00:00:00
Restauração Ecológica,estudo avalia impacto de ventos fortes na regeneracao da floresta amazonica pesquisadores tem observado como ventos fortes em determinadas areas da amazonia afetam a dispersao de sementes e contribuem para a regeneracao florestal em algumas regioes especies de arvores especificas estao prosperando enquanto outras apresentam crescimento mais lento essas dinamicas naturais mostram como a floresta encontra formas de se regenerar mesmo diante de desafios explicou marcos silva ecologo os resultados ajudam a planejar iniciativas de conservacao mais eficazes,Neutra,32.03,64.03,-3.94,2025-05-04 00:00:00
Biodiversidade,mudancas nos padroes de migracao de aves no brasil intrigam cientistas ornitologos estao investigando alteracoes nos padroes de migracao de aves em diversas partes do brasil enquanto algumas especies tem ampliado suas rotas outras estao preferindo areas mais proximas de seus habitats originais e essencial entender essas mudancas ja que elas podem indicar transformacoes maiores nos ecossistemas comentou helena ribeiro biologa as pesquisas continuam para aprofundar o conhecimento sobre esses fenomenos,Neutra,32.17,64.52,-3.32,2025-05-04 00:00:00
Tecnologia Ambiental,agricultores e pesquisadores colaboram em iniciativas de manejo de solo em regioes agricolas do brasil parcerias entre agricultores e cientistas tem gerado dados valiosos sobre praticas sustentaveis de manejo do solo metodos como plantio direto e cultivo em consorcio estao sendo avaliados em diferentes contextos climaticos queremos combinar praticas tradicionais com ciencia para garantir uma producao que respeite o meio ambiente destacou joao almeida agronomo os resultados iniciais mostram promessas de maior produtividade com menor impacto ambiental,Neutra,65.44,31.9,-2.67,2025-05-04 00:00:00
Poluição,aumento de residuos eletronicos desafiam sistemas de reciclagem no brasil o brasil enfrenta um crescimento alarmante na producao de residuos eletronicos com descarte inadequado que impacta gravemente o meio ambiente equipamentos como celulares e computadores tem contribuido para a poluicao de solos e cursos dagua a falta de politicas efetivas para lidar com residuos eletronicos esta criando um problema serio para o futuro ambiental do pais afirmou patricia moraes especialista em gestao de residuos organizacoes pressionam por solucoes mais eficazes para enfrentar essa crise,Negativa,32.28,64.99,-2.72,2025-05-04 00:00:00
Queimadas,queimadas em areas rurais preocupam comunidades locais regioes rurais do brasil tem registrado um aumento significativo em queimadas resultando na destruicao de habitats naturais e na emissao de grandes quantidades de gases poluentes agricultores relatam prejuizos e dificuldades para lidar com os impactos essas queimadas afetam nao apenas o meio ambiente mas tambem a sustentabilidade das comunidades locais alertou carlos oliveira ambientalista fiscalizacao e educacao sao apontadas como essenciais para reduzir essas praticas,Negativa,33.06,66.52,-0.42,2025-05-04 00:00:00
Poluição,pesquisas indicam queda no nivel dos aquiferos brasileiros estudos recentes mostram que importantes aquiferos do brasil como o aquifero guarani estao apresentando reducao nos niveis de agua devido ao uso excessivo e a falta de manejo sustentavel esse cenario ameaca a disponibilidade de recursos hidricos para comunidades e ecossistemas estamos vendo uma reducao preocupante que pode ter consequencias graves no longo prazo explicou julia mendes hidrologa especialistas destacam a urgencia de estrategias para protecao e uso consciente dessas reservas,Negativa,63.73,32.87,-3.4,2025-05-04 00:00:00
